ensembl_gene_id	external_gene_name	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	hsapiens_homolog_ensembl_peptide	hsapiens_homolog_chromosome	hsapiens_homolog_chrom_start	hsapiens_homolog_chrom_end	hsapiens_homolog_canonical_transcript_protein	hsapiens_homolog_subtype	hsapiens_homolog_orthology_type	hsapiens_homolog_perc_id	hsapiens_homolog_perc_id_r1	hsapiens_homolog_goc_score	hsapiens_homolog_wga_coverage	hsapiens_homolog_orthology_confidence
ENSTGUG00000005044	TEKT3	ENSG00000125409	TEKT3	ENSP00000379263	17	15303811	15341632	ENSTGUP00000005206	Amniota	ortholog_one2one	56.4777	56.9388	100	88.56	1
ENSTGUG00000005097	ENTPD6	ENSG00000197586	ENTPD6	ENSP00000365840	20	25195693	25228075	ENSTGUP00000005280	Amniota	ortholog_one2one	66.2896	60.5372	50	96.36	1
ENSTGUG00000005146	PEX6	ENSG00000124587	PEX6	ENSP00000303511	6	42963865	42979181	ENSTGUP00000005350	Amniota	ortholog_one2one	61.1511	60.7143	50	95.42	1
ENSTGUG00000005165	NTN1	ENSG00000065320	NTN1	ENSP00000173229	17	9021510	9244000	ENSTGUP00000005317	Amniota	ortholog_one2one	87.9538	88.245	25	100	1
ENSTGUG00000005201	MYH10	ENSG00000133026	MYH10	ENSP00000353590	17	8474207	8630761	ENSTGUP00000038549	Euteleostomi	ortholog_one2one	94.3199	94.3199	50	94.74	1
ENSTGUG00000005210	GNMT	ENSG00000124713	GNMT	ENSP00000361894	6	42960754	42963880	ENSTGUP00000005358	Vertebrata	ortholog_one2one	83.237	48.8136	25	100	1
ENSTGUG00000005218	CNPY3	ENSG00000137161	CNPY3	ENSP00000361926	6	42929192	42939294	ENSTGUP00000005376	Amniota	ortholog_one2one	75.6863	69.4245	50	95.81	1
ENSTGUG00000005229	VPS13C	ENSG00000129003	VPS13C	ENSP00000493560	15	61852389	62060473	ENSTGUP00000036418	Amniota	ortholog_one2one	67.9569	65.4943	100	93.63	1
ENSTGUG00000005237	POLR1B	ENSG00000125630	POLR1B	ENSP00000263331	2	112541915	112579818	ENSTGUP00000035461	Amniota	ortholog_one2one	65.9751	70.0441	0	94.73	1
ENSTGUG00000005254	DHCR7	ENSG00000172893	DHCR7	ENSP00000347717	11	71428193	71452868	ENSTGUP00000020848	Euteleostomi	ortholog_one2one	77.6371	77.4737	25	93.29	1
ENSTGUG00000005275	NADSYN1	ENSG00000172890	NADSYN1	ENSP00000326424	11	71453109	71524107	ENSTGUP00000021442	Amniota	ortholog_one2one	77.6836	77.9037	0	97.74	1
ENSTGUG00000005284	TTL	ENSG00000114999	TTL	ENSP00000233336	2	112482156	112541739	ENSTGUP00000005439	Amniota	ortholog_one2one	87.037	87.2679	25	100	1
ENSTGUG00000005293	SLC22A7	ENSG00000137204	SLC22A7	ENSP00000361666	6	43295694	43305538	ENSTGUP00000005479	Amniota	ortholog_one2one	51.2915	50.7299	0	93.06	1
ENSTGUG00000005334	TTBK1	ENSG00000146216	TTBK1	ENSP00000259750	6	43243481	43288258	ENSTGUP00000033350	Amniota	ortholog_one2one	64.7391	69.4928	25	95.2	1
ENSTGUG00000005350	CCND1	ENSG00000110092	CCND1	ENSP00000227507	11	69641156	69654474	ENSTGUP00000005518	Amniota	ortholog_one2one	85.6164	84.7458	50	100	1
ENSTGUG00000005353	ACSS1	ENSG00000154930	ACSS1	ENSP00000316924	20	25006230	25058980	ENSTGUP00000005540	Amniota	ortholog_one2one	72.2552	70.6822	0	84.13	1
ENSTGUG00000005379	FGF3	ENSG00000186895	FGF3	ENSP00000334122	11	69809968	69819416	ENSTGUP00000005531	Amniota	ortholog_one2one	70.614	67.364	100	86.36	1
ENSTGUG00000005385	ANO1	ENSG00000131620	ANO1	ENSP00000347454	11	70078302	70189528	ENSTGUP00000005601	Amniota	ortholog_one2one	81.4887	84.3813	100	99.08	1
ENSTGUG00000005408	EYA2	ENSG00000064655	EYA2	ENSP00000333640	20	46894624	47188844	ENSTGUP00000026884	Amniota	ortholog_one2one	69.0209	79.9257	75	88.5	1
ENSTGUG00000005444	USP37	ENSG00000135913	USP37	ENSP00000258399	2	218450251	218568351	ENSTGUP00000005640	Amniota	ortholog_one2one	77.3279	78.0388	100	100	1
ENSTGUG00000005446	CLIP4	ENSG00000115295	CLIP4	ENSP00000327009	2	29097705	29189643	ENSTGUP00000025588	Amniota	ortholog_one2one	77.9685	77.305	100	90.65	1
ENSTGUG00000005447	ZMYND8	ENSG00000101040	ZMYND8	ENSP00000396725	20	47209214	47356889	ENSTGUP00000022218	Amniota	ortholog_one2one	86.0281	80.6425	50	98.39	1
ENSTGUG00000005461	PPFIA1	ENSG00000131626	PPFIA1	ENSP00000253925	11	70270690	70385312	ENSTGUP00000038355	Amniota	ortholog_one2one	86.4139	91.015	100	98.1	1
ENSTGUG00000005464	WDR43	ENSG00000163811	WDR43	ENSP00000384302	2	28894667	28948219	ENSTGUP00000005628	Amniota	ortholog_one2one	69.2901	66.322	100	97.97	1
ENSTGUG00000005482	TRMT61B	ENSG00000171103	TRMT61B	ENSP00000302801	2	28849821	28870309	ENSTGUP00000023782	Amniota	ortholog_one2one	46.9194	41.5094	50	67.98	1
ENSTGUG00000005486	SPDYA	ENSG00000163806	SPDYA	ENSP00000335628	2	28782517	28850611	ENSTGUP00000005637	Amniota	ortholog_one2one	69.5793	68.6901	50	95.55	1
ENSTGUG00000005491	EPCAM	ENSG00000119888	EPCAM	ENSP00000263735	2	47345158	47387601	ENSTGUP00000005649	Amniota	ortholog_one2one	55.9871	55.0955	50	77.05	1
ENSTGUG00000005493	CNOT9	ENSG00000144580	CNOT9	ENSP00000273064	2	218568580	218597080	ENSTGUP00000038301	Amniota	ortholog_one2one	97.0492	98.9967	100	97.43	1
ENSTGUG00000005502	MSH2	ENSG00000095002	MSH2	ENSP00000233146	2	47403067	47663146	ENSTGUP00000005709	Amniota	ortholog_one2one	78.2051	78.3726	75	100	1
ENSTGUG00000005509	PLCD4	ENSG00000115556	PLCD4	ENSP00000388631	2	218607855	218637184	ENSTGUP00000005703	Amniota	ortholog_one2one	60.425	59.7113	100	95.1	1
ENSTGUG00000005520	CTTN	ENSG00000085733	CTTN	ENSP00000301843	11	70398404	70436584	ENSTGUP00000005724	Amniota	ortholog_one2one	83.2117	82.9091	75	100	1
ENSTGUG00000005536	TGM6	ENSG00000166948	TGM6	ENSP00000202625	20	2380901	2432753	ENSTGUP00000005734	Amniota	ortholog_one2one	56.25	56.0907	0	83.35	1
ENSTGUG00000005552	ZNF142	ENSG00000115568	ZNF142	ENSP00000398798	2	218633329	218659655	ENSTGUP00000005711	Amniota	ortholog_one2one	52.8217	49.6025	100	85.6	1
ENSTGUG00000005557	KCNK12	ENSG00000184261	KCNK12	ENSP00000327611	2	47509290	47570985	ENSTGUP00000005712	Euteleostomi	ortholog_one2one	72.77	72.093	100	98.56	1
ENSTGUG00000005559	MSH6	ENSG00000116062	MSH6	ENSP00000234420	2	47695530	47810063	ENSTGUP00000005725	Amniota	ortholog_one2one	69.9683	64.9265	100	96.53	1
ENSTGUG00000005562	BCS1L	ENSG00000074582	BCS1L	ENSP00000352219	2	218658764	218663443	ENSTGUP00000005722	Amniota	ortholog_one2one	78.9976	78.9976	100	98.21	1
ENSTGUG00000005569	RNF25	ENSG00000163481	RNF25	ENSP00000295704	2	218663892	218672002	ENSTGUP00000005730	Amniota	ortholog_one2one	48.0237	52.9412	100	54.83	1
ENSTGUG00000005571	SHANK2	ENSG00000162105	SHANK2	ENSP00000469689	11	70467854	71252577	ENSTGUP00000005742	Euteleostomi	ortholog_one2one	81.7634	80.7464	50	96.4	1
ENSTGUG00000005572	FBXO11	ENSG00000138081	FBXO11	ENSP00000384823	2	47789316	47906498	ENSTGUP00000021279	Amniota	ortholog_one2one	98.536	94.3905	100	100	1
ENSTGUG00000005577	TTLL4	ENSG00000135912	TTLL4	ENSP00000375951	2	218710835	218755416	ENSTGUP00000005749	Amniota	ortholog_one2one	52.6217	46.8724	50	65.52	1
ENSTGUG00000005581	EPB42	ENSG00000166947	EPB42	ENSP00000396616	15	43197227	43221018	ENSTGUP00000005759	Amniota	ortholog_one2one	44.6839	45.0072	25	86.26	1
ENSTGUG00000005596	PRKAG3	ENSG00000115592	PRKAG3	ENSP00000436068	2	218822383	218832086	ENSTGUP00000033809	Amniota	ortholog_one2one	52	42.5358	25	71.54	1
ENSTGUG00000005600	FBXO3	ENSG00000110429	FBXO3	ENSP00000265651	11	33740939	33774543	ENSTGUP00000005785	Amniota	ortholog_one2one	70.6009	69.8514	50	88.36	1
ENSTGUG00000005606	CCNDBP1	ENSG00000166946	CCNDBP1	ENSP00000300213	15	43185118	43197177	ENSTGUP00000022707	Amniota	ortholog_one2one	32.1586	40.5556	25	51.54	1
ENSTGUG00000005626	PPP1R21	ENSG00000162869	PPP1R21	ENSP00000294952	2	48440598	48515391	ENSTGUP00000005808	Amniota	ortholog_one2one	82.9897	82.5641	100	98.57	1
ENSTGUG00000005628	ZNFX1	ENSG00000124201	ZNFX1	ENSP00000379412	20	49237946	49278426	ENSTGUP00000005801	Amniota	ortholog_one2one	59.5037	55.0052	25	93.42	1
ENSTGUG00000005633	LMO2	ENSG00000135363	LMO2	ENSP00000257818	11	33858576	33892076	ENSTGUP00000005789	Amniota	ortholog_one2one	53.8182	65.1982	50	99.79	1
ENSTGUG00000005638	NAT10	ENSG00000135372	NAT10	ENSP00000257829	11	34105617	34147670	ENSTGUP00000035068	Amniota	ortholog_one2one	86.4125	86.2439	100	99.76	1
ENSTGUG00000005641	CYP27A1	ENSG00000135929	CYP27A1	ENSP00000258415	2	218781749	218815293	ENSTGUP00000005816	Amniota	ortholog_one2one	53.1792	51.9774	0	83.51	1
ENSTGUG00000005649	DDX27	ENSG00000124228	DDX27	ENSP00000482680	20	49219347	49244077	ENSTGUP00000034390	Amniota	ortholog_one2one	66.1748	76.2092	25	84.69	1
ENSTGUG00000005651	NDEL1	ENSG00000166579	NDEL1	ENSP00000333982	17	8413131	8490411	ENSTGUP00000034997	Amniota	ortholog_one2one	88.764	91.5942	25	98.78	1
ENSTGUG00000005655	GTF2A1L	ENSG00000242441	GTF2A1L	ENSP00000384597	2	48617798	48733148	ENSTGUP00000005833	Amniota	ortholog_one2one	47.0226	47.908	100	45.92	1
ENSTGUG00000005662	WNT6	ENSG00000115596	WNT6	ENSP00000233948	2	218859805	218874233	ENSTGUP00000005832	Amniota	ortholog_one2one	59.276	71.7808	75	45.55	1
ENSTGUG00000005667	RNF222	ENSG00000189051	RNF222	ENSP00000382330	17	8390704	8397826	ENSTGUP00000005824	Amniota	ortholog_one2one	40.9524	39.0909	50	98.26	1
ENSTGUG00000005670	PIRT	ENSG00000233670	PIRT	ENSP00000462046	17	10822470	10838087	ENSTGUP00000005826	Amniota	ortholog_one2one	63.4328	62.0438	25	100	1
ENSTGUG00000005681	CRYBA2	ENSG00000163499	CRYBA2	ENSP00000295728	2	218990189	218993422	ENSTGUP00000005841	Gnathostomata	ortholog_one2one	36.6864	62.9442	100	77.94	1
ENSTGUG00000005684	SNRPB	ENSG00000125835	SNRPB	ENSP00000370746	20	2461634	2470853	ENSTGUP00000005846	Vertebrata	ortholog_one2one	91.6667	95.2381	0	98.64	1
ENSTGUG00000005688	NHEJ1	ENSG00000187736	NHEJ1	ENSP00000349313	2	219069357	219160865	ENSTGUP00000027742	Amniota	ortholog_one2one	28.8018	41.806	100	71.87	1
ENSTGUG00000005690	ABTB2	ENSG00000166016	ABTB2	ENSP00000410157	11	34150987	34358010	ENSTGUP00000005869	Amniota	ortholog_one2one	87.1063	86.3415	75	77.2	1
ENSTGUG00000005692	CFAP65	ENSG00000181378	CFAP65	ENSP00000340776	2	219002846	219041527	ENSTGUP00000025809	Amniota	ortholog_one2one	44.7533	40.987	100	71.36	1
ENSTGUG00000005693	ELMO2	ENSG00000062598	ELMO2	ENSP00000290246	20	46366050	46432985	ENSTGUP00000028906	Amniota	ortholog_one2one	95.2186	96.8056	50	51.18	1
ENSTGUG00000005697	FSHR	ENSG00000170820	FSHR	ENSP00000384708	2	48962157	49154527	ENSTGUP00000005884	Amniota	ortholog_one2one	74.026	73.813	75	92.86	1
ENSTGUG00000005700	LRRC49	ENSG00000137821	LRRC49	ENSP00000260382	15	70853239	71053658	ENSTGUP00000034471	Amniota	ortholog_one2one	52.9228	73.9067	50	83.91	1
ENSTGUG00000005708	SLC23A3	ENSG00000213901	SLC23A3	ENSP00000386473	2	219161465	219170095	ENSTGUP00000005878	Amniota	ortholog_one2one	46.3415	46.7213	100	67.82	1
ENSTGUG00000005716	CAT	ENSG00000121691	CAT	ENSP00000241052	11	34438934	34472060	ENSTGUP00000035497	Amniota	ortholog_one2one	76.234	79.1271	50	91.89	1
ENSTGUG00000005726	TARS3	ENSG00000185418	TARS3	ENSP00000338093	15	101653596	101724473	ENSTGUP00000029501	Amniota	ortholog_one2one	69.7979	73.192	25	83.06	1
ENSTGUG00000005731	NRXN1	ENSG00000179915	NRXN1	ENSP00000385017	2	49918503	51225575	ENSTGUP00000037042	Tetrapoda	ortholog_one2one	92.8619	92.3689	50	100	1
ENSTGUG00000005746	ZFAND2B	ENSG00000158552	ZFAND2B	ENSP00000289528	2	219195237	219209651	ENSTGUP00000033965	Amniota	ortholog_one2one	35.248	52.5292	100	70.85	1
ENSTGUG00000005747	SLC35C2	ENSG00000080189	SLC35C2	ENSP00000361304	20	46345980	46364458	ENSTGUP00000005913	Amniota	ortholog_one2one	71.4681	70.6849	75	100	1
ENSTGUG00000005757	ABCB6	ENSG00000115657	ABCB6	ENSP00000265316	2	219209772	219218994	ENSTGUP00000005938	Amniota	ortholog_one2one	62.5	62.3515	100	97.88	1
ENSTGUG00000005758	CDH22	ENSG00000149654	CDH22	ENSP00000437790	20	46173739	46308498	ENSTGUP00000005977	Amniota	ortholog_one2one	80.2484	78.0193	100	98.17	1
ENSTGUG00000005776	ELAC2	ENSG00000006744	ELAC2	ENSP00000337445	17	12991612	13018065	ENSTGUP00000005945	Amniota	ortholog_one2one	57.6832	59.0799	25	87.05	1
ENSTGUG00000005787	SEC23B	ENSG00000101310	SEC23B	ENSP00000497473	20	18507520	18561415	ENSTGUP00000034489	Amniota	ortholog_one2one	84.0826	90.2216	75	95.88	1
ENSTGUG00000005789	MYOCD	ENSG00000141052	MYOCD	ENSP00000401678	17	12665890	12768949	ENSTGUP00000005984	Amniota	ortholog_one2one	68.4571	60.7505	25	93.01	1
ENSTGUG00000005792	TM2D3	ENSG00000184277	TM2D3	ENSP00000330433	15	101621444	101652391	ENSTGUP00000005952	Amniota	ortholog_one2one	68.7747	70.4453	25	74.95	1
ENSTGUG00000005809	THSD4	ENSG00000187720	THSD4	ENSP00000347484	15	71096952	71783383	ENSTGUP00000028760	Amniota	ortholog_one2one	71.4424	72.4951	25	97.6	1
ENSTGUG00000005818	NCOA4	ENSG00000266412	NCOA4	ENSP00000462943	10	46005088	46030623	ENSTGUP00000020520	Amniota	ortholog_one2one	47.5	49.5114	25	91.03	1
ENSTGUG00000005824	CD40	ENSG00000101017	CD40	ENSP00000361359	20	46118278	46129863	ENSTGUP00000005997	Amniota	ortholog_one2one	36.4286	36.8231	100	19.51	1
ENSTGUG00000005828	MAP2K4	ENSG00000065559	MAP2K4	ENSP00000262445	17	12020829	12143830	ENSTGUP00000006024	Amniota	ortholog_one2one	75.1553	90.9774	0	83.05	1
ENSTGUG00000005834	ANKZF1	ENSG00000163516	ANKZF1	ENSP00000321617	2	219229783	219236679	ENSTGUP00000020361	Amniota	ortholog_one2one	30.3001	43.1129	100	61.8	1
ENSTGUG00000005839	POLR3F	ENSG00000132664	POLR3F	ENSP00000366828	20	18467389	18484646	ENSTGUP00000006021	Amniota	ortholog_one2one	93.949	93.3544	50	100	1
ENSTGUG00000005841	NCOA5	ENSG00000124160	NCOA5	ENSP00000290231	20	46060991	46089962	ENSTGUP00000006016	Amniota	ortholog_one2one	58.3931	70.2936	100	87.88	1
ENSTGUG00000005848	PARG	ENSG00000227345	PARG	ENSP00000484285	10	49818279	49970203	ENSTGUP00000006054	Amniota	ortholog_one2one	65.0577	63.5246	75	93.89	1
ENSTGUG00000005849	GLB1L	ENSG00000163521	GLB1L	ENSP00000295759	2	219236598	219245478	ENSTGUP00000032235	Amniota	ortholog_one2one	42.2553	52.1407	100	70.92	1
ENSTGUG00000005860	SLC12A5	ENSG00000124140	SLC12A5	ENSP00000243964	20	46021690	46060150	ENSTGUP00000006128	Euteleostomi	ortholog_one2one	93.3937	92.4731	100	99.54	1
ENSTGUG00000005864	DZANK1	ENSG00000089091	DZANK1	ENSP00000262547	20	18383367	18467281	ENSTGUP00000025950	Amniota	ortholog_one2one	49.2042	49.3351	75	81.06	1
ENSTGUG00000005867	ADPRM	ENSG00000170222	ADPRM	ENSP00000369099	17	10697594	10711558	ENSTGUP00000006027	Amniota	ortholog_one2one	48.318	46.1988	75	93.56	1
ENSTGUG00000005870	SCO1	ENSG00000133028	SCO1	ENSP00000255390	17	10672474	10698375	ENSTGUP00000006035	Amniota	ortholog_one2one	31.0891	52.1595	100	55.21	1
ENSTGUG00000005890	FAM81A	ENSG00000157470	FAM81A	ENSP00000288228	15	59372693	59523555	ENSTGUP00000006051	Amniota	ortholog_one2one	66.2304	68.75	50	99.1	1
ENSTGUG00000005891	BIRC5	ENSG00000089685	BIRC5	ENSP00000324180	17	78214186	78225636	ENSTGUP00000006056	Amniota	ortholog_one2one	54.2857	53.5211	0	60.61	1
ENSTGUG00000005894	MYO1E	ENSG00000157483	MYO1E	ENSP00000288235	15	59132434	59372871	ENSTGUP00000029922	Amniota	ortholog_one2one	88.7311	90.2527	75	55.28	1
ENSTGUG00000005897	OGDHL	ENSG00000197444	OGDHL	ENSP00000363216	10	49734641	49762379	ENSTGUP00000036024	Amniota	ortholog_one2one	83.7945	83.9604	75	5.83	1
ENSTGUG00000005913	FTH1	ENSG00000167994	RAB3IL1	ENSP00000378313	11	61897301	61920269	ENSTGUP00000037499	Amniota	ortholog_one2one	47.0699	65.1832	50	75.16	1
ENSTGUG00000005942	DNAJB2	ENSG00000135924	DNAJB2	ENSP00000338019	2	219279342	219286898	ENSTGUP00000030202	Amniota	ortholog_one2one	55.4572	58.0247	100	100	1
ENSTGUG00000005959	CHAT	ENSG00000070748	CHAT	ENSP00000337103	10	49609095	49667942	ENSTGUP00000006149	Amniota	ortholog_one2one	75.1562	64.3048	75	88.94	1
ENSTGUG00000005960	PTPRN	ENSG00000054356	PTPRN	ENSP00000295718	2	219289623	219309648	ENSTGUP00000006162	Amniota	ortholog_one2one	60.5372	59.857	100	80.04	1
ENSTGUG00000005967	MMP9	ENSG00000100985	MMP9	ENSP00000361405	20	46008908	46016561	ENSTGUP00000018561	Amniota	ortholog_one2one	53.112	54.314	100	91.65	1
ENSTGUG00000005969	ZNF335	ENSG00000198026	ZNF335	ENSP00000325326	20	45948660	45972203	ENSTGUP00000006168	Amniota	ortholog_one2one	59.9863	65.1267	100	88.56	1
ENSTGUG00000005982	CCNB2	ENSG00000157456	CCNB2	ENSP00000288207	15	59105126	59125045	ENSTGUP00000006153	Amniota	ortholog_one2one	67.581	68.0905	75	97.8	1
ENSTGUG00000005989	SLC18A3	ENSG00000187714	SLC18A3	ENSP00000363229	10	49610310	49612720	ENSTGUP00000006152	Amniota	ortholog_one2one	67.2348	66.7293	75	92.74	1
ENSTGUG00000005992	RGR	ENSG00000148604	RGR	ENSP00000498299	10	84230666	84259960	ENSTGUP00000006166	Gnathostomata	ortholog_one2one	61.6949	62.543	75	75.75	1
ENSTGUG00000005994	RNF111	ENSG00000157450	RNF111	ENSP00000288199	15	58865175	59097419	ENSTGUP00000030736	Amniota	ortholog_one2one	83.0375	85.3955	100	100	1
ENSTGUG00000006007	LRIT1	ENSG00000148602	LRIT1	ENSP00000361177	10	84231520	84241546	ENSTGUP00000006173	Amniota	ortholog_one2one	56.7093	56.9823	50	100	1
ENSTGUG00000006011	PCIF1	ENSG00000100982	PCIF1	ENSP00000361486	20	45934683	45948023	ENSTGUP00000006204	Amniota	ortholog_one2one	85.3727	86.2216	100	100	1
ENSTGUG00000006014	LRIT2	ENSG00000204033	LRIT2	ENSP00000361185	10	84220571	84225544	ENSTGUP00000006178	Amniota	ortholog_one2one	43.7168	44.9091	100	89.23	1
ENSTGUG00000006017	SLTM	ENSG00000137776	SLTM	ENSP00000369887	15	58879050	58933679	ENSTGUP00000006202	Amniota	ortholog_one2one	79.7468	79.207	100	98.64	1
ENSTGUG00000006019	CDHR1	ENSG00000148600	CDHR1	ENSP00000485478	10	84194537	84219621	ENSTGUP00000006206	Amniota	ortholog_one2one	68.2927	68.4517	100	95.18	1
ENSTGUG00000006043	MINDY2	ENSG00000128923	MINDY2	ENSP00000452885	15	58771192	58861900	ENSTGUP00000006240	Amniota	ortholog_one2one	77.1325	68.438	75	100	1
ENSTGUG00000006044	PLTP	ENSG00000100979	PLTP	ENSP00000361508	20	45898621	45912155	ENSTGUP00000024073	Amniota	ortholog_one2one	53.6825	66.5314	100	93.1	1
ENSTGUG00000006047	GHITM	ENSG00000165678	GHITM	ENSP00000361207	10	84139509	84153568	ENSTGUP00000020198	Euteleostomi	ortholog_one2one	70.8092	71.0145	100	100	1
ENSTGUG00000006062	DES	ENSG00000175084	DES	ENSP00000363071	2	219418377	219426735	ENSTGUP00000006248	Amniota	ortholog_one2one	85.9914	84.8936	100	96.66	1
ENSTGUG00000006079	JAG1	ENSG00000101384	JAG1	ENSP00000254958	20	10637684	10673999	ENSTGUP00000006280	Amniota	ortholog_one2one	86.4309	86.289	50	98.48	1
ENSTGUG00000006081	ADAM10	ENSG00000137845	ADAM10	ENSP00000260408	15	58588809	58749791	ENSTGUP00000006279	Amniota	ortholog_one2one	72.5576	88.369	100	89.44	1
ENSTGUG00000006089		ENSG00000286143		ENSP00000390353	2	219491867	219498244	ENSTGUP00000006295	Vertebrata	ortholog_one2one	2.51756	25.0729	100	19.63	0
ENSTGUG00000006102	SH2D4B	ENSG00000178217	SH2D4B	ENSP00000494732	10	80537902	80646560	ENSTGUP00000006268	Amniota	ortholog_one2one	58.9474	64.6651	75	86.45	1
ENSTGUG00000006108	CTSA	ENSG00000064601	CTSA	ENSP00000493613	20	45890144	45898949	ENSTGUP00000006306	Amniota	ortholog_one2one	65.6051	64.375	100	96.03	1
ENSTGUG00000006120	LIPC	ENSG00000166035	LIPC	ENSP00000299022	15	58410569	58569844	ENSTGUP00000006311	Amniota	ortholog_one2one	60.7214	60.7214	100	92.23	1
ENSTGUG00000006126	MKKS	ENSG00000125863	MKKS	ENSP00000246062	20	10401009	10434222	ENSTGUP00000006293	Amniota	ortholog_one2one	53.1732	54.386	100	91.51	1
ENSTGUG00000006133	SNAP25	ENSG00000132639	SNAP25	ENSP00000254976	20	10218830	10307418	ENSTGUP00000006316	Amniota	ortholog_one2one	89.5735	91.7476	100	100	1
ENSTGUG00000006138	GMPPA	ENSG00000144591	GMPPA	ENSP00000315925	2	219498865	219513898	ENSTGUP00000006308	Amniota	ortholog_one2one	60.7495	73.3333	100	93.47	1
ENSTGUG00000006141	TSPAN14	ENSG00000108219	TSPAN14	ENSP00000396270	10	80454166	80533124	ENSTGUP00000019817	Amniota	ortholog_one2one	83.3333	83.3333	75	99.63	1
ENSTGUG00000006145	EFHC2	ENSG00000183690	EFHC2	ENSP00000404232	X	44147872	44343672	ENSTGUP00000006324	Amniota	ortholog_one2one	52.681	52.47	100	84.49	1
ENSTGUG00000006147	NEURL2	ENSG00000124257	NEURL2	ENSP00000361596	20	45888625	45891208	ENSTGUP00000006310	Amniota	ortholog_one2one	73.0038	67.3684	100	100	1
ENSTGUG00000006152	ACOT8	ENSG00000101473	ACOT8	ENSP00000217455	20	45841721	45857405	ENSTGUP00000006322	Amniota	ortholog_one2one	67.1875	67.3981	100	99.03	1
ENSTGUG00000006153	AQP9	ENSG00000103569	AQP9	ENSP00000219919	15	58138169	58185911	ENSTGUP00000006336	Amniota	ortholog_one2one	64.9306	63.3898	100	93.71	1
ENSTGUG00000006157	ASIC4	ENSG00000072182	ASIC4	ENSP00000350786	2	219514170	219538772	ENSTGUP00000027011	Gnathostomata	ortholog_one2one	56.6972	57.3284	100	82.65	1
ENSTGUG00000006163	ANKEF1	ENSG00000132623	ANKEF1	ENSP00000367644	20	9986126	10058303	ENSTGUP00000006333	Amniota	ortholog_one2one	48.7406	49.8711	75	92.36	1
ENSTGUG00000006164	SNX21	ENSG00000124104	SNX21	ENSP00000418593	20	45833799	45843276	ENSTGUP00000006329	Amniota	ortholog_one2one	63.2184	58.9812	100	99.49	1
ENSTGUG00000006167		ENSG00000151224	MAT1A	ENSP00000361287	10	80271820	80289658	ENSTGUP00000006351	Euteleostomi	ortholog_one2one	90.6566	90.8861	0	9.74	0
ENSTGUG00000006171	TNNC2	ENSG00000101470	TNNC2	ENSP00000361636	20	45823214	45833745	ENSTGUP00000006341	Amniota	ortholog_one2one	32.7982	89.375	100	68.18	1
ENSTGUG00000006178	ALDH1A2	ENSG00000128918	ALDH1A2	ENSP00000249750	15	57953424	58497866	ENSTGUP00000031661	Tetrapoda	ortholog_one2one	88.5277	89.3822	100	96.4	1
ENSTGUG00000006182	PAK5	ENSG00000101349	PAK5	ENSP00000322957	20	9537370	9839076	ENSTGUP00000022625	Sarcopterygii	ortholog_one2one	79.8116	82.4757	100	98.92	1
ENSTGUG00000006183	DNTTIP1	ENSG00000101457	DNTTIP1	ENSP00000361705	20	45791954	45811427	ENSTGUP00000034352	Amniota	ortholog_one2one	60.1626	67.4772	75	92.54	1
ENSTGUG00000006196	RASGEF1A	ENSG00000198915	RASGEF1A	ENSP00000379155	10	43194535	43267065	ENSTGUP00000038310	Amniota	ortholog_one2one	74.9526	82.1206	50	93.66	1
ENSTGUG00000006199	TMEM198	ENSG00000188760	TMEM198	ENSP00000362990	2	219543663	219550595	ENSTGUP00000006367	Euteleostomi	ortholog_one2one	54.9751	61.3889	100	99.47	1
ENSTGUG00000006202	CTNNBL1	ENSG00000132792	CTNNBL1	ENSP00000355050	20	37693955	37872129	ENSTGUP00000006399	Amniota	ortholog_one2one	87.884	91.4742	50	97.65	1
ENSTGUG00000006207	OBSL1	ENSG00000124006	OBSL1	ENSP00000385636	2	219550728	219571859	ENSTGUP00000006388	Amniota	ortholog_one2one	38.2236	45.6224	75	84.23	1
ENSTGUG00000006211	LAMP5	ENSG00000125869	LAMP5	ENSP00000246070	20	9514358	9530524	ENSTGUP00000006374	Amniota	ortholog_one2one	62.0896	74.2857	100	85.28	1
ENSTGUG00000006214	PLCB4	ENSG00000101333	PLCB4	ENSP00000367734	20	9068763	9481242	ENSTGUP00000030698	Amniota	ortholog_one2one	89.1089	89.5522	100	100	1
ENSTGUG00000006228	CSGALNACT2	ENSG00000169826	CSGALNACT2	ENSP00000363590	10	43138445	43185302	ENSTGUP00000006409	Amniota	ortholog_one2one	85.4512	85.6089	75	100	1
ENSTGUG00000006233	INHA	ENSG00000123999	INHA	ENSP00000243786	2	219569162	219575711	ENSTGUP00000006394	Amniota	ortholog_one2one	49.1803	49.1803	75	100	1
ENSTGUG00000006239	STK11IP	ENSG00000144589	STK11IP	ENSP00000389383	2	219597857	219616451	ENSTGUP00000006411	Amniota	ortholog_one2one	38.2705	41.0846	0	60.27	1
ENSTGUG00000006242	CGNL1	ENSG00000128849	CGNL1	ENSP00000281282	15	57375967	57550717	ENSTGUP00000036949	Amniota	ortholog_one2one	62.6935	62.212	100	99.42	1
ENSTGUG00000006250	RET	ENSG00000165731	RET	ENSP00000347942	10	43077064	43130351	ENSTGUP00000006463	Amniota	ortholog_one2one	67.3007	66.6966	75	79.69	1
